Surface,Reaction,d_NN(top),d_NN(2nd),d_NN(bulk),EN(top),EN(2nd),Facet,ID,CO_or_CC,Eads(CH3CH2OH),N_H,Initial,Final,Er,Ea,E_TS,has_TS
Pt-V-Pt(111),*CH3CHO → *CH3 + *CHO,277,262,277,2.28,1.63,1,2,1,-0.272,4,0.7512,1.8056,1.0544,100.0,2.088783829936789,0
Pt-V-Pt(111),*CH2CH2O → *CH2 + *CH2O,277,262,277,2.28,1.63,1,3,1,-0.272,4,1.6565,2.8177,1.1612,100.0,2.7613943293015044,0
Pt-V-Pt(111),*CH3CO → *CH3 + *CO,277,262,277,2.28,1.63,1,4,1,-0.272,3,1.103,1.4498,0.3468,100.0,2.1929878629000488,0
Pt-V-Pt(111),*CH2CHO → *CH2 + *CHO,277,262,277,2.28,1.63,1,5,1,-0.272,3,1.3721,3.0779,1.7058,100.0,3.2595682093574956,0
Pt-V-Pt(111),*CHCH2O → *CH + *CH2O,277,262,277,2.28,1.63,1,6,1,-0.272,3,2.8488,3.2371,0.3883,100.0,3.630442197172416,0
Pt-V-Pt(111),*CH2CO → *CH2 + *CO,277,262,277,2.28,1.63,1,7,1,-0.272,2,2.2195,2.6567,0.4372,100.0,3.462265867238818,0
Pt-V-Pt(111),*CH3CH2O → *CH3CH2 + *O,277,262,277,2.28,1.63,1,8,2,-0.272,5,0.6905,2.0085,1.318,100.0,2.204152362552758,0
Pt-V-Pt(111),*CH3CHO → *CH3CH + *O,277,262,277,2.28,1.63,1,9,2,-0.272,4,0.7512,3.1995,2.4483,100.0,2.8674433490354363,0
Pt-V-Pt(111),*CH3CO → *CH3C + *O,277,262,277,2.28,1.63,1,11,2,-0.272,3,1.103,3.7505,2.6475,100.0,3.4683666762114043,0
Pt-V-Pt(111),*CH2CHO → *CH2CH + *O,277,262,277,2.28,1.63,1,12,2,-0.272,3,1.3721,3.5980000000000003,2.2259,100.0,3.513450944028348,0
Pt-V-Pt(111),*CH2CO → *CH2C + *O,277,262,277,2.28,1.63,1,14,2,-0.272,2,2.2195,4.3647,2.1452,100.0,4.33001371637624,0
Cr-Pt-Pt(111),*CH3CH2O → *CH3 + *CH2O,250,277,277,1.66,2.28,1,1,1,-2.095,5,-2.9473,-3.2849,-0.3376,100.0,0.2978996477102348,0
Cr-Pt-Pt(111),*CH3CHO → *CH3 + *CHO,250,277,277,1.66,2.28,1,2,1,-2.095,4,-2.5169,-2.8078,-0.2909,100.0,0.2674430893041392,0
Cr-Pt-Pt(111),*CH2CH2O → *CH2 + *CH2O,250,277,277,1.66,2.28,1,3,1,-2.095,4,-3.5278,-3.4067,0.1211,100.0,0.2910307395580035,0
Cr-Pt-Pt(111),*CH3CO → *CH3 + *CO,250,277,277,1.66,2.28,1,4,1,-2.095,3,-2.0491,-2.4995,-0.4504,100.0,0.3432503143708893,0
Cr-Pt-Pt(111),*CH2CHO → *CH2 + *CHO,250,277,277,1.66,2.28,1,5,1,-2.095,3,-2.5019,-2.7517,-0.2498,100.0,0.3559069861190233,0
Cr-Pt-Pt(111),*CHCH2O → *CH + *CH2O,250,277,277,1.66,2.28,1,6,1,-2.095,3,-2.1491,-2.5462,-0.3971,100.0,0.34656704204773686,0
Cr-Pt-Pt(111),*CH2CO → *CH2 + *CO,250,277,277,1.66,2.28,1,7,1,-2.095,2,-1.7889,-1.7552,0.0337,100.0,0.5294001143945635,0
Cr-Pt-Pt(111),*CH3CH2O → *CH3CH2 + *O,250,277,277,1.66,2.28,1,8,2,-2.095,5,-2.9473,-5.1975,-2.2502,100.0,0.2720995696283206,0
Cr-Pt-Pt(111),*CH3CHO → *CH3CH + *O,250,277,277,1.66,2.28,1,9,2,-2.095,4,-2.5169,-4.7459,-2.229,100.0,0.2376320537125739,0
Cr-Pt-Pt(111),*CH3CO → *CH3C + *O,250,277,277,1.66,2.28,1,11,2,-2.095,3,-2.0491,-4.093,-2.0439,100.0,0.30417060668597723,0
Cr-Pt-Pt(111),*CH2CHO → *CH2CH + *O,250,277,277,1.66,2.28,1,12,2,-2.095,3,-2.5019,-4.2002,-1.6983,100.0,0.32547551628786126,0
Cr-Pt-Pt(111),*CH2CO → *CH2C + *O,250,277,277,1.66,2.28,1,14,2,-2.095,2,-1.7889,-3.5814,-1.7925,100.0,0.46258464142011224,0
Pt-Cr-Pt(111),*CH3CH2O → *CH3 + *CH2O,277,250,277,2.28,1.66,1,1,1,-0.7269,5,0.4344,1.0731,0.6387,100.0,2.0271747504864246,0
Pt-Cr-Pt(111),*CH3CHO → *CH3 + *CHO,277,250,277,2.28,1.66,1,2,1,-0.7269,4,0.2852,0.8006,0.5154,100.0,1.7471369667863235,0
Pt-Cr-Pt(111),*CH2CH2O → *CH2 + *CH2O,277,250,277,2.28,1.66,1,3,1,-0.7269,4,1.0035,1.9316,0.9281,100.0,2.358780862613618,0
Pt-Cr-Pt(111),*CH3CO → *CH3 + *CO,277,250,277,2.28,1.66,1,4,1,-0.7269,3,0.4197,0.6936,0.2739,100.0,1.7814347486840763,0
Pt-Cr-Pt(111),*CH2CHO → *CH2 + *CHO,277,250,277,2.28,1.66,1,5,1,-0.7269,3,1.1017,1.8552,0.7535,100.0,2.5552975421587645,0
Pt-Cr-Pt(111),*CHCH2O → *CH + *CH2O,277,250,277,2.28,1.66,1,6,1,-0.7269,3,2.1694,2.3969,0.2275,100.0,3.3152618357477186,0
Pt-Cr-Pt(111),*CH2CO → *CH2 + *CO,277,250,277,2.28,1.66,1,7,1,-0.7269,2,1.4203,1.9012,0.4809,100.0,2.839432186298214,0
Pt-Cr-Pt(111),*CH3CH2O → *CH3CH2 + *O,277,250,277,2.28,1.66,1,8,2,-0.7269,5,0.4344,1.0813,0.6469,100.0,2.0273075621838688,0
Pt-Cr-Pt(111),*CH3CHO → *CH3CH + *O,277,250,277,2.28,1.66,1,9,2,-0.7269,4,0.2852,2.2676,1.9824,100.0,2.3110971661017965,0
Pt-Cr-Pt(111),*CH3CO → *CH3C + *O,277,250,277,2.28,1.66,1,11,2,-0.7269,3,0.4197,2.9138,2.4941,100.0,2.823125480846595,0
Pt-Cr-Pt(111),*CH2CHO → *CH2CH + *O,277,250,277,2.28,1.66,1,12,2,-0.7269,3,1.1017,3.1604,2.0587,100.0,3.4670901406675436,0
Pt-Cr-Pt(111),*CH2CO → *CH2C + *O,277,250,277,2.28,1.66,1,14,2,-0.7269,2,1.4203,3.4508,2.0305,100.0,3.953644398786278,0
Mn-Pt-Pt(111),*CH3CH2O → *CH3 + *CH2O,224,277,277,1.55,2.28,1,1,1,-1.1195,5,-1.3989,-2.1886,-0.7897,100.0,0.2457130689325685,0
Mn-Pt-Pt(111),*CH3CHO → *CH3 + *CHO,224,277,277,1.55,2.28,1,2,1,-1.1195,4,-1.2795,-1.7397,-0.4602,100.0,0.260785242284162,0
Mn-Pt-Pt(111),*CH2CH2O → *CH2 + *CH2O,224,277,277,1.55,2.28,1,3,1,-1.1195,4,-2.127,-1.3832,0.7438,100.0,0.3060443561177365,0
Mn-Pt-Pt(111),*CH3CO → *CH3 + *CO,224,277,277,1.55,2.28,1,4,1,-1.1195,3,-0.8673,-1.3793,-0.512,100.0,0.4023765232527969,0
Mn-Pt-Pt(111),*CH2CHO → *CH2 + *CHO,224,277,277,1.55,2.28,1,5,1,-1.1195,3,-1.2930000000000001,-1.2866,0.0064,100.0,0.4221566078717924,0
Mn-Pt-Pt(111),*CHCH2O → *CH + *CH2O,224,277,277,1.55,2.28,1,6,1,-1.1195,3,-0.7584,-1.2462,-0.4878,100.0,0.4061885992721143,0
Mn-Pt-Pt(111),*CH2CO → *CH2 + *CO,224,277,277,1.55,2.28,1,7,1,-1.1195,2,-1.3014,-0.5482,0.7532,100.0,0.6781866305323456,0
Mn-Pt-Pt(111),*CH3CH2O → *CH3CH2 + *O,224,277,277,1.55,2.28,1,8,2,-1.1195,5,-1.3989,-3.2566,-1.8577,100.0,0.21783364098279911,0
Mn-Pt-Pt(111),*CH3CHO → *CH3CH + *O,224,277,277,1.55,2.28,1,9,2,-1.1195,4,-1.2795,-2.4776,-1.1981,100.0,0.2302850966929464,0
Mn-Pt-Pt(111),*CH3CO → *CH3C + *O,224,277,277,1.55,2.28,1,11,2,-1.1195,3,-0.8673,-2.5572,-1.6899,100.0,0.34763800468856093,0
Mn-Pt-Pt(111),*CH2CHO → *CH2CH + *O,224,277,277,1.55,2.28,1,12,2,-1.1195,3,-1.2930000000000001,-2.4108,-1.1178,100.0,0.3694634436462629,0
Mn-Pt-Pt(111),*CH2CO → *CH2C + *O,224,277,277,1.55,2.28,1,14,2,-1.1195,2,-1.3014,-2.3234,-1.022,100.0,0.5690338185269019,0
Pt-Mn-Pt(111),*CH3CH2O → *CH3 + *CH2O,277,224,277,2.28,1.55,1,1,1,-0.8341,5,0.1395,0.4532,0.3137,100.0,1.8971644010183715,0
Pt-Mn-Pt(111),*CH3CHO → *CH3 + *CHO,277,224,277,2.28,1.55,1,2,1,-0.8341,4,0.1654,0.3545,0.1891,100.0,1.888891930162501,0
Pt-Mn-Pt(111),*CH2CH2O → *CH2 + *CH2O,277,224,277,2.28,1.55,1,3,1,-0.8341,4,0.8073,1.4312,0.6239,100.0,2.304201494988268,0
Pt-Mn-Pt(111),*CH3CO → *CH3 + *CO,277,224,277,2.28,1.55,1,4,1,-0.8341,3,0.0977,0.1351,0.0374,100.0,1.5997571126306835,0
Pt-Mn-Pt(111),*CH2CHO → *CH2 + *CHO,277,224,277,2.28,1.55,1,5,1,-0.8341,3,0.7055,1.3924,0.6869,100.0,2.3233759765022386,0
Pt-Mn-Pt(111),*CHCH2O → *CH + *CH2O,277,224,277,2.28,1.55,1,6,1,-0.8341,3,1.9180000000000001,2.0016,0.0836,100.0,2.753161236380902,0
Pt-Mn-Pt(111),*CH2CO → *CH2 + *CO,277,224,277,2.28,1.55,1,7,1,-0.8341,2,0.9392,1.1005,0.1613,100.0,2.145838834317012,0
Pt-Mn-Pt(111),*CH3CH2O → *CH3CH2 + *O,277,224,277,2.28,1.55,1,8,2,-0.8341,5,0.1395,0.8482,0.7087,100.0,1.8739317669713937,0
Pt-Mn-Pt(111),*CH3CHO → *CH3CH + *O,277,224,277,2.28,1.55,1,9,2,-0.8341,4,0.1654,1.6251,1.4597,100.0,1.983587379433589,0
Pt-Mn-Pt(111),*CH3CO → *CH3C + *O,277,224,277,2.28,1.55,1,11,2,-0.8341,3,0.0977,2.2207,2.123,100.0,2.3593749504304715,0
Pt-Mn-Pt(111),*CH2CHO → *CH2CH + *O,277,224,277,2.28,1.55,1,12,2,-0.8341,3,0.7055,2.5199,1.8144,100.0,2.723921659682187,0
Pt-Mn-Pt(111),*CH2CO → *CH2C + *O,277,224,277,2.28,1.55,1,14,2,-0.8341,2,0.9392,3.0256,2.0864,100.0,3.137831333001655,0
Co-Pt-Pt(111),*CH3CH2O → *CH3 + *CH2O,250,277,277,1.88,2.28,1,1,1,-0.8774,5,-1.0914,-1.2855,-0.1941,100.0,0.5804117503280425,0
Co-Pt-Pt(111),*CH3CHO → *CH3 + *CHO,250,277,277,1.88,2.28,1,2,1,-0.8774,4,-0.6431,-1.3292,-0.6861,100.0,0.45713828138414125,0
Co-Pt-Pt(111),*CH2CH2O → *CH2 + *CH2O,250,277,277,1.88,2.28,1,3,1,-0.8774,4,-1.6049,-0.9504,0.6545,100.0,0.5373736410652478,0
Co-Pt-Pt(111),*CH3CO → *CH3 + *CO,250,277,277,1.88,2.28,1,4,1,-0.8774,3,-0.4484,-1.1581,-0.7097,100.0,0.5500350656168658,0
Co-Pt-Pt(111),*CH2CHO → *CH2 + *CHO,250,277,277,1.88,2.28,1,5,1,-0.8774,3,-0.5013,-0.7279,-0.2266,100.0,0.6366582051269655,0
Co-Pt-Pt(111),*CHCH2O → *CH + *CH2O,250,277,277,1.88,2.28,1,6,1,-0.8774,3,-0.2329,-1.0869,-0.8540000000000001,100.0,0.5616974200899931,0
Co-Pt-Pt(111),*CH2CO → *CH2 + *CO,250,277,277,1.88,2.28,1,7,1,-0.8774,2,-0.9131,-0.7566,0.1565,100.0,0.8452649899685533,0
Co-Pt-Pt(111),*CH3CH2O → *CH3CH2 + *O,250,277,277,1.88,2.28,1,8,2,-0.8774,5,-1.0914,-2.3775,-1.2861,100.0,0.49379270880903137,0
Co-Pt-Pt(111),*CH3CHO → *CH3CH + *O,250,277,277,1.88,2.28,1,9,2,-0.8774,4,-0.6431,-1.5585,-0.9154,100.0,0.4297322095333017,0
Co-Pt-Pt(111),*CH3CO → *CH3C + *O,250,277,277,1.88,2.28,1,11,2,-0.8774,3,-0.4484,-1.9576,-1.5092,100.0,0.44274299549337276,0
Co-Pt-Pt(111),*CH2CHO → *CH2CH + *O,250,277,277,1.88,2.28,1,12,2,-0.8774,3,-0.5013,-1.8331,-1.3318,100.0,0.46161025442092435,0
Co-Pt-Pt(111),*CH2CO → *CH2C + *O,250,277,277,1.88,2.28,1,14,2,-0.8774,2,-0.9131,-1.3763,-0.4632,100.0,0.7293606216364882,0
Pt-Co-Pt(111),*CH3CH2O → *CH3 + *CH2O,277,250,277,2.28,1.88,1,1,1,-0.2925,5,0.6948,1.1122,0.4174,100.0,2.4302940030164732,0
Pt-Co-Pt(111),*CH3CHO → *CH3 + *CHO,277,250,277,2.28,1.88,1,2,1,-0.2925,4,0.7269,1.0472,0.3203,100.0,2.3718962089248343,0
Pt-Co-Pt(111),*CH2CH2O → *CH2 + *CH2O,277,250,277,2.28,1.88,1,3,1,-0.2925,4,1.3793,2.0694,0.6901,100.0,3.0858570004893204,0
Pt-Co-Pt(111),*CH3CO → *CH3 + *CO,277,250,277,2.28,1.88,1,4,1,-0.2925,3,0.6845,0.6378,-0.0467,100.0,2.1494329354167006,0
Pt-Co-Pt(111),*CH2CHO → *CH2 + *CHO,277,250,277,2.28,1.88,1,5,1,-0.2925,3,1.2573,1.8949,0.6376,100.0,3.09950214168244,0
Pt-Co-Pt(111),*CHCH2O → *CH + *CH2O,277,250,277,2.28,1.88,1,6,1,-0.2925,3,2.2094,2.2733,0.0639,100.0,3.744403553904583,0
Pt-Co-Pt(111),*CH2CO → *CH2 + *CO,277,250,277,2.28,1.88,1,7,1,-0.2925,2,1.4752,1.5163,0.0411,100.0,3.0290831606643067,0
Pt-Co-Pt(111),*CH3CH2O → *CH3CH2 + *O,277,250,277,2.28,1.88,1,8,2,-0.2925,5,0.6948,1.1739,0.4791,100.0,2.4514430387896176,0
Pt-Co-Pt(111),*CH3CHO → *CH3CH + *O,277,250,277,2.28,1.88,1,9,2,-0.2925,4,0.7269,1.9662,1.2393,100.0,2.688141346981523,0
Pt-Co-Pt(111),*CH3CO → *CH3C + *O,277,250,277,2.28,1.88,1,11,2,-0.2925,3,0.6845,2.0885,1.4040000000000001,100.0,2.946931576106085,0
Pt-Co-Pt(111),*CH2CHO → *CH2CH + *O,277,250,277,2.28,1.88,1,12,2,-0.2925,3,1.2573,2.6572,1.3999,100.0,3.8054094712480735,0
Pt-Co-Pt(111),*CH2CO → *CH2C + *O,277,250,277,2.28,1.88,1,14,2,-0.2925,2,1.4752,2.8496,1.3744,100.0,4.01598716733136,0
Zn-Pt-Pt(111),*CH3CH2O → *CH3 + *CH2O,266,277,277,1.65,2.28,1,1,1,-0.2631,5,-0.5133,1.0314,1.5447,100.0,1.5776163736369728,0
Zn-Pt-Pt(111),*CH3CHO → *CH3 + *CHO,266,277,277,1.65,2.28,1,2,1,-0.2631,4,0.6184,1.9338,1.3154,100.0,2.0040358448764843,0
Zn-Pt-Pt(111),*CH2CH2O → *CH2 + *CH2O,266,277,277,1.65,2.28,1,3,1,-0.2631,4,1.3228,1.8882,0.5654,100.0,2.09686600697258,0
Zn-Pt-Pt(111),*CH3CO → *CH3 + *CO,266,277,277,1.65,2.28,1,4,1,-0.2631,3,1.1943,1.9964,0.8021,100.0,2.4126243587504295,0
Zn-Pt-Pt(111),*CH2CHO → *CH2 + *CHO,266,277,277,1.65,2.28,1,5,1,-0.2631,3,1.1153,2.7937,1.6784,100.0,2.7663208918410107,0
Zn-Pt-Pt(111),*CHCH2O → *CH + *CH2O,266,277,277,1.65,2.28,1,6,1,-0.2631,3,1.6171,2.5882,0.9711,100.0,2.683870230238626,0
Zn-Pt-Pt(111),*CH2CO → *CH2 + *CO,266,277,277,1.65,2.28,1,7,1,-0.2631,2,1.8847,2.9298,1.0451,100.0,2.8158455335090684,0
Zn-Pt-Pt(111),*CH3CH2O → *CH3CH2 + *O,266,277,277,1.65,2.28,1,8,2,-0.2631,5,-0.5133,0.0612,0.5745,100.0,1.4182135968002307,0
Zn-Pt-Pt(111),*CH3CHO → *CH3CH + *O,266,277,277,1.65,2.28,1,9,2,-0.2631,4,0.6184,1.1358,0.5174,100.0,1.6934581899663486,0
Zn-Pt-Pt(111),*CH3CO → *CH3C + *O,266,277,277,1.65,2.28,1,11,2,-0.2631,3,1.1943,1.8517,0.6574,100.0,2.347229864602323,0
Zn-Pt-Pt(111),*CH2CHO → *CH2CH + *O,266,277,277,1.65,2.28,1,12,2,-0.2631,3,1.1153,1.6739,0.5586,100.0,2.22972884329293,0
Zn-Pt-Pt(111),*CH2CO → *CH2C + *O,266,277,277,1.65,2.28,1,14,2,-0.2631,2,1.8847,2.2964,0.4117,100.0,2.706895475230408,0
Pt-Zn-Pt(111),*CH3CH2O → *CH3 + *CH2O,277,266,277,2.28,1.65,1,1,1,-0.1817,5,1.3155,1.9745,0.659,100.0,2.2942632175854674,0
Pt-Zn-Pt(111),*CH3CHO → *CH3 + *CHO,277,266,277,2.28,1.65,1,2,1,-0.1817,4,0.8444,2.2082,1.3638,100.0,2.3959349846907676,0
Pt-Zn-Pt(111),*CH2CH2O → *CH2 + *CH2O,277,266,277,2.28,1.65,1,3,1,-0.1817,4,2.559,2.9505,0.3915,100.0,2.8284155962916397,0
Pt-Zn-Pt(111),*CH3CO → *CH3 + *CO,277,266,277,2.28,1.65,1,4,1,-0.1817,3,1.361,1.9286,0.5676,100.0,2.5035727259346494,0
Pt-Zn-Pt(111),*CH2CHO → *CH2 + *CHO,277,266,277,2.28,1.65,1,5,1,-0.1817,3,1.9689,3.1842,1.2153,100.0,3.426213379067737,0
Pt-Zn-Pt(111),*CHCH2O → *CH + *CH2O,277,266,277,2.28,1.65,1,6,1,-0.1817,3,3.307,2.9671,-0.3399,100.0,3.260227720312149,0
Pt-Zn-Pt(111),*CH2CO → *CH2 + *CO,277,266,277,2.28,1.65,1,7,1,-0.1817,2,2.4606,2.9316,0.47100000000000003,100.0,3.4304043416728067,0
Pt-Zn-Pt(111),*CH3CH2O → *CH3CH2 + *O,277,266,277,2.28,1.65,1,8,2,-0.1817,5,1.3155,2.5333,1.2178,100.0,2.6693812983341685,0
Pt-Zn-Pt(111),*CH3CHO → *CH3CH + *O,277,266,277,2.28,1.65,1,9,2,-0.1817,4,0.8444,3.3314,2.487,100.0,2.994882137992706,0
Pt-Zn-Pt(111),*CH3CO → *CH3C + *O,277,266,277,2.28,1.65,1,11,2,-0.1817,3,1.361,3.2498,1.8888,100.0,3.3104579230137885,0
Pt-Zn-Pt(111),*CH2CHO → *CH2CH + *O,277,266,277,2.28,1.65,1,12,2,-0.1817,3,1.9689,4.3744,2.4055,100.0,4.088062089798649,0
Pt-Zn-Pt(111),*CH2CO → *CH2C + *O,277,266,277,2.28,1.65,1,14,2,-0.1817,2,2.4606,4.2767,1.8161,100.0,4.192132446108514,0
